Orthogroup	Amanita_muscaria	Arabidopsis_thaliana	Canis_lupus	Dyctiostelium_discoideum	Paramecium_tetraurelia	Phytophthora_infestans	Total
OG0021599	0	0	0	2	0	0	2
OG0021600	0	0	0	2	0	0	2
OG0021601	0	0	0	1	0	1	2
OG0021602	0	0	0	2	0	0	2
OG0021603	0	0	0	2	0	0	2
OG0021604	0	0	0	2	0	0	2
OG0021605	0	0	0	2	0	0	2
OG0021606	0	0	0	2	0	0	2
OG0021607	0	0	0	2	0	0	2
OG0021608	0	0	0	2	0	0	2
OG0021609	0	0	0	1	1	0	2
OG0021610	0	0	0	2	0	0	2
OG0021611	0	0	0	2	0	0	2
OG0021612	0	0	0	2	0	0	2
OG0021613	0	0	0	2	0	0	2
OG0021614	0	0	0	2	0	0	2
OG0021615	0	0	0	2	0	0	2
OG0021616	0	0	0	1	0	1	2
OG0021617	0	0	0	2	0	0	2
OG0021618	0	0	0	2	0	0	2
OG0021619	0	0	0	2	0	0	2
OG0021620	0	0	0	2	0	0	2
OG0021621	0	0	0	2	0	0	2
OG0021622	0	0	0	2	0	0	2
OG0021623	0	0	0	1	1	0	2
OG0021624	0	0	0	2	0	0	2
OG0021625	0	0	0	2	0	0	2
OG0021626	0	0	0	2	0	0	2
OG0021627	0	0	0	2	0	0	2
OG0021628	0	0	0	2	0	0	2
OG0021629	0	0	0	2	0	0	2
OG0021630	0	0	0	2	0	0	2
OG0021631	0	0	0	2	0	0	2
OG0021632	0	0	0	2	0	0	2
OG0021633	0	0	0	2	0	0	2
OG0021634	0	0	0	2	0	0	2
OG0021635	0	0	0	2	0	0	2
OG0021636	0	0	0	2	0	0	2
OG0021637	0	0	0	2	0	0	2
OG0021638	0	0	0	2	0	0	2
OG0021639	0	0	0	1	0	1	2
OG0021640	0	0	0	2	0	0	2
OG0021641	0	0	0	2	0	0	2
OG0021642	0	0	0	2	0	0	2
OG0021643	0	0	0	2	0	0	2
OG0021644	0	0	0	2	0	0	2
OG0021645	0	0	0	2	0	0	2
OG0021646	0	0	0	2	0	0	2
OG0021647	0	0	0	2	0	0	2
OG0021648	0	0	0	2	0	0	2
OG0021649	0	0	0	2	0	0	2
OG0021650	0	0	0	2	0	0	2
OG0021651	0	0	0	2	0	0	2
OG0021652	0	0	0	2	0	0	2
OG0021653	0	0	0	2	0	0	2
OG0021654	0	0	0	2	0	0	2
OG0021655	0	0	0	2	0	0	2
OG0021656	0	0	0	2	0	0	2
OG0021657	0	0	0	2	0	0	2
OG0021658	0	0	0	2	0	0	2
OG0021659	0	0	0	1	0	1	2
OG0021660	0	0	0	2	0	0	2
OG0021661	0	0	0	2	0	0	2
OG0021662	0	0	0	2	0	0	2
OG0021663	0	0	0	2	0	0	2
OG0021664	0	0	0	1	1	0	2
OG0021665	0	0	0	1	0	1	2
OG0021666	0	0	0	2	0	0	2
OG0021667	0	0	0	2	0	0	2
OG0021668	0	0	0	2	0	0	2
OG0021669	0	0	0	2	0	0	2
OG0021670	0	0	0	1	1	0	2
OG0021671	0	0	0	2	0	0	2
OG0021672	0	0	0	2	0	0	2
OG0021673	0	0	0	2	0	0	2
OG0021674	0	0	0	2	0	0	2
OG0021675	0	0	0	2	0	0	2
OG0021676	0	0	0	2	0	0	2
OG0021677	0	0	0	2	0	0	2
OG0021678	0	0	0	1	1	0	2
OG0021679	0	0	0	2	0	0	2
OG0021680	0	0	0	2	0	0	2
OG0021681	0	0	0	2	0	0	2
OG0021682	0	0	0	2	0	0	2
OG0021683	0	0	0	2	0	0	2
OG0021684	0	0	0	2	0	0	2
OG0021685	0	0	0	2	0	0	2
OG0021686	0	0	0	2	0	0	2
OG0021687	0	0	0	2	0	0	2
OG0021688	0	0	0	2	0	0	2
OG0021689	0	0	0	2	0	0	2
OG0021690	0	0	0	2	0	0	2
OG0021691	0	0	0	2	0	0	2
OG0021692	0	0	0	2	0	0	2
OG0021693	0	0	0	2	0	0	2
OG0021694	0	0	0	2	0	0	2
OG0021695	0	0	0	2	0	0	2
OG0021696	0	0	0	2	0	0	2
OG0021697	0	0	0	2	0	0	2
OG0021698	0	0	0	2	0	0	2
OG0021699	0	0	0	1	0	1	2
OG0021700	0	0	0	2	0	0	2
OG0021701	0	0	0	2	0	0	2
OG0021702	0	0	0	2	0	0	2
OG0021703	0	0	0	2	0	0	2
OG0021704	0	0	0	2	0	0	2
OG0021705	0	0	0	2	0	0	2
OG0021706	0	0	0	2	0	0	2
OG0021707	0	0	0	1	0	1	2
OG0021708	0	0	0	2	0	0	2
OG0021709	0	0	0	2	0	0	2
OG0021710	0	0	0	2	0	0	2
OG0021711	0	0	0	2	0	0	2
OG0021712	0	0	0	1	0	1	2
OG0021713	0	0	0	2	0	0	2
OG0021714	0	0	0	2	0	0	2
OG0021715	0	0	0	2	0	0	2
OG0021716	0	0	0	2	0	0	2
OG0021717	0	0	0	2	0	0	2
OG0021718	0	0	0	2	0	0	2
OG0021719	0	0	0	2	0	0	2
OG0021720	0	0	0	2	0	0	2
OG0021721	0	0	0	2	0	0	2
OG0021722	0	0	0	2	0	0	2
OG0021723	0	0	0	2	0	0	2
OG0021724	0	0	0	2	0	0	2
OG0021725	0	0	0	2	0	0	2
OG0021726	0	0	0	1	0	1	2
OG0021727	0	0	0	2	0	0	2
OG0021728	0	0	0	2	0	0	2
OG0021729	0	0	0	2	0	0	2
OG0021730	0	0	0	2	0	0	2
OG0021731	0	0	0	2	0	0	2
OG0021732	0	0	0	2	0	0	2
OG0021733	0	0	0	2	0	0	2
OG0021734	0	0	0	1	0	1	2
OG0021735	0	0	0	2	0	0	2
OG0021736	0	0	0	2	0	0	2
OG0021737	0	0	0	2	0	0	2
OG0021738	0	0	0	2	0	0	2
OG0021739	0	0	0	2	0	0	2
OG0021740	0	0	0	1	1	0	2
OG0021741	0	0	0	2	0	0	2
OG0021742	0	0	0	2	0	0	2
OG0021743	0	0	0	2	0	0	2
OG0021744	0	0	0	2	0	0	2
OG0021745	0	0	0	2	0	0	2
OG0021746	0	0	0	2	0	0	2
OG0021747	0	0	0	1	0	1	2
OG0021748	0	0	0	2	0	0	2
OG0021749	0	0	0	2	0	0	2
OG0021750	0	0	0	2	0	0	2
OG0021751	0	0	0	2	0	0	2
OG0021752	0	0	0	2	0	0	2
OG0021753	0	0	0	2	0	0	2
OG0021754	0	0	0	2	0	0	2
OG0021755	0	0	0	2	0	0	2
OG0021756	0	0	0	2	0	0	2
OG0021757	0	0	0	2	0	0	2
OG0021758	0	0	0	2	0	0	2
OG0021759	0	0	0	1	1	0	2
OG0021760	0	0	0	2	0	0	2
OG0021761	0	0	0	2	0	0	2
OG0021762	0	0	0	2	0	0	2
OG0021763	0	0	0	2	0	0	2
OG0021764	0	0	0	1	0	1	2
OG0021765	0	0	0	2	0	0	2
OG0021766	0	0	0	2	0	0	2
OG0021767	0	0	0	2	0	0	2
OG0021768	0	0	0	2	0	0	2
OG0021769	0	0	0	2	0	0	2
OG0021770	0	0	0	1	1	0	2
OG0021771	0	0	0	2	0	0	2
OG0021772	0	0	0	2	0	0	2
OG0021773	0	0	0	2	0	0	2
OG0021774	0	0	0	2	0	0	2
OG0021775	0	0	0	2	0	0	2
OG0021776	0	0	0	2	0	0	2
OG0021777	0	0	0	2	0	0	2
OG0021778	0	0	0	1	0	1	2
OG0021779	0	0	0	1	0	1	2
OG0021780	0	0	0	2	0	0	2
OG0021781	0	0	0	2	0	0	2
OG0021782	0	0	0	2	0	0	2
OG0021783	0	0	0	2	0	0	2
OG0021784	0	0	0	2	0	0	2
OG0021785	0	0	0	2	0	0	2
OG0021786	0	0	0	2	0	0	2
OG0021787	0	0	0	2	0	0	2
OG0021788	0	0	0	2	0	0	2
OG0021789	0	0	0	2	0	0	2
OG0021790	0	0	0	2	0	0	2
OG0021791	0	0	0	2	0	0	2
OG0021792	0	0	0	2	0	0	2
OG0021793	0	0	0	2	0	0	2
OG0021794	0	0	0	2	0	0	2
OG0021795	0	0	0	2	0	0	2
OG0021796	0	0	0	1	0	1	2
OG0021797	0	0	0	2	0	0	2
OG0021798	0	0	0	2	0	0	2
OG0021799	0	0	0	2	0	0	2
OG0021800	0	0	0	2	0	0	2
OG0021801	0	0	0	1	1	0	2
OG0021802	0	0	0	2	0	0	2
OG0021803	0	0	0	2	0	0	2
OG0021804	0	0	0	1	1	0	2
OG0021805	0	0	0	2	0	0	2
OG0021806	0	0	0	2	0	0	2
OG0021807	0	0	0	2	0	0	2
OG0021808	0	0	0	1	1	0	2
OG0021809	0	0	0	2	0	0	2
OG0021810	0	0	0	2	0	0	2
OG0021811	0	0	0	2	0	0	2
OG0021812	0	0	0	2	0	0	2
OG0021813	0	0	0	2	0	0	2
OG0021814	0	0	0	2	0	0	2
OG0021815	0	0	0	1	0	1	2
OG0021816	0	0	0	1	0	1	2
OG0021817	0	0	0	2	0	0	2
OG0021818	0	0	0	1	1	0	2
OG0021819	0	0	0	2	0	0	2
OG0021820	0	0	0	2	0	0	2
OG0021821	0	0	0	2	0	0	2
OG0021822	0	0	0	1	1	0	2
OG0021823	0	0	0	1	0	1	2
OG0021824	0	0	0	2	0	0	2
OG0021825	0	0	0	2	0	0	2
OG0021826	0	0	0	2	0	0	2
OG0021827	0	0	0	2	0	0	2
OG0021828	0	0	0	1	1	0	2
OG0021829	0	0	0	1	1	0	2
OG0021830	0	0	0	1	1	0	2
OG0021831	0	0	0	2	0	0	2
OG0021832	0	0	0	2	0	0	2
OG0021833	0	0	0	2	0	0	2
OG0021834	0	0	0	2	0	0	2
OG0021835	0	0	0	2	0	0	2
OG0021836	0	0	0	2	0	0	2
OG0021837	0	0	0	2	0	0	2
OG0021838	0	0	0	1	0	1	2
OG0021839	0	0	0	2	0	0	2
OG0021840	0	0	0	2	0	0	2
OG0021841	0	0	0	2	0	0	2
OG0021842	0	0	0	2	0	0	2
OG0021843	0	0	0	2	0	0	2
OG0021844	0	0	0	2	0	0	2
OG0021845	0	0	0	1	1	0	2
OG0021846	0	0	0	2	0	0	2
OG0021847	0	0	0	1	0	1	2
OG0021848	0	0	0	2	0	0	2
OG0021849	0	0	0	2	0	0	2
OG0021850	0	0	0	1	0	1	2
OG0021851	0	0	0	2	0	0	2
OG0021852	0	0	0	2	0	0	2
OG0021853	0	0	0	2	0	0	2
OG0021854	0	0	0	2	0	0	2
OG0021855	0	0	0	2	0	0	2
OG0021856	0	0	0	2	0	0	2
OG0021857	0	0	0	2	0	0	2
OG0021858	0	0	0	2	0	0	2
OG0021859	0	0	0	2	0	0	2
OG0021860	0	0	0	2	0	0	2
OG0021861	0	0	0	1	1	0	2
OG0021862	0	0	0	2	0	0	2
OG0021863	0	0	0	1	0	1	2
OG0021864	0	0	0	2	0	0	2
OG0021865	0	0	0	1	1	0	2
OG0021866	0	0	0	2	0	0	2
OG0021867	0	0	0	2	0	0	2
OG0021868	0	0	0	1	1	0	2
OG0021869	0	0	0	2	0	0	2
OG0021870	0	0	0	2	0	0	2
OG0021871	0	0	0	2	0	0	2
OG0021872	0	0	0	1	0	1	2
OG0021873	0	0	0	2	0	0	2
OG0021874	0	0	0	2	0	0	2
OG0021875	0	0	0	1	0	1	2
OG0021876	0	0	0	2	0	0	2
OG0021877	0	0	0	2	0	0	2
OG0021878	0	0	0	1	0	1	2
OG0021879	0	0	0	2	0	0	2
OG0021880	0	0	0	1	0	1	2
OG0021881	0	0	0	2	0	0	2
OG0021882	0	0	0	2	0	0	2
OG0021883	0	0	0	2	0	0	2
OG0021884	0	0	0	1	1	0	2
OG0021885	0	0	0	2	0	0	2
OG0021886	0	0	0	2	0	0	2
OG0021887	0	0	0	2	0	0	2
OG0021888	0	0	0	2	0	0	2
OG0021889	0	0	0	2	0	0	2
OG0021890	0	0	0	2	0	0	2
OG0021891	0	0	0	2	0	0	2
OG0021892	0	0	0	2	0	0	2
OG0021893	0	0	0	2	0	0	2
OG0021894	0	0	0	2	0	0	2
OG0021895	0	0	0	2	0	0	2
OG0021896	0	0	0	2	0	0	2
OG0021897	0	0	0	2	0	0	2
OG0021898	0	0	0	2	0	0	2
OG0021899	0	0	0	2	0	0	2
OG0021900	0	0	0	2	0	0	2
OG0021901	0	0	0	2	0	0	2
OG0021902	0	0	0	2	0	0	2
OG0021903	0	0	0	2	0	0	2
OG0021904	0	0	0	2	0	0	2
OG0021905	0	0	0	2	0	0	2
OG0021906	0	0	0	2	0	0	2
OG0021907	0	0	0	2	0	0	2
OG0021908	0	0	0	2	0	0	2
OG0021909	0	0	0	2	0	0	2
OG0021910	0	0	0	2	0	0	2
OG0021911	0	0	0	2	0	0	2
OG0021912	0	0	0	2	0	0	2
OG0021913	0	0	0	2	0	0	2
OG0021914	0	0	0	2	0	0	2
OG0021915	0	0	0	2	0	0	2
OG0021916	0	0	0	2	0	0	2
OG0021917	0	0	0	2	0	0	2
OG0021918	0	0	0	2	0	0	2
OG0021919	0	0	0	2	0	0	2
OG0021920	0	0	0	2	0	0	2
OG0021921	0	0	0	2	0	0	2
OG0021922	0	0	0	2	0	0	2
OG0021923	0	0	0	2	0	0	2
OG0021924	0	0	0	2	0	0	2
OG0021925	0	0	0	2	0	0	2
OG0021926	0	0	0	2	0	0	2
OG0021927	0	0	0	2	0	0	2
OG0021928	0	0	0	2	0	0	2
OG0021929	0	0	0	2	0	0	2
OG0021930	0	0	0	2	0	0	2
OG0021931	0	0	0	2	0	0	2
OG0021932	0	0	0	2	0	0	2
OG0021933	0	0	0	2	0	0	2
OG0021934	0	0	0	2	0	0	2
OG0021935	0	0	0	2	0	0	2
OG0021936	0	0	0	2	0	0	2
OG0021937	0	0	0	2	0	0	2
OG0021938	0	0	0	2	0	0	2
OG0021939	0	0	0	2	0	0	2
OG0021940	0	0	0	2	0	0	2
OG0021941	0	0	0	2	0	0	2
OG0021942	0	0	0	2	0	0	2
OG0021943	0	0	0	2	0	0	2
OG0021944	0	0	0	2	0	0	2
OG0021945	0	0	0	2	0	0	2
OG0021946	0	0	0	2	0	0	2
OG0021947	0	0	0	2	0	0	2
OG0021948	0	0	0	2	0	0	2
OG0021949	0	0	0	2	0	0	2
OG0021950	0	0	0	2	0	0	2
OG0021951	0	0	0	2	0	0	2
OG0021952	0	0	0	2	0	0	2
OG0021953	0	0	0	2	0	0	2
OG0021954	0	0	0	2	0	0	2
OG0021955	0	0	0	2	0	0	2
OG0021956	0	0	0	2	0	0	2
OG0021957	0	0	0	2	0	0	2
OG0021958	0	0	0	2	0	0	2
OG0021959	0	0	0	2	0	0	2
OG0021960	0	0	0	2	0	0	2
OG0021961	0	0	0	2	0	0	2
OG0021962	0	0	0	2	0	0	2
OG0021963	0	0	0	2	0	0	2
OG0021964	0	0	0	2	0	0	2
OG0021965	0	0	0	2	0	0	2
OG0021966	0	0	0	2	0	0	2
OG0021967	0	0	0	2	0	0	2
OG0021968	0	0	0	2	0	0	2
OG0021969	0	0	0	2	0	0	2
OG0021970	0	0	0	2	0	0	2
OG0021971	0	0	0	2	0	0	2
OG0021972	0	0	0	2	0	0	2
OG0021973	0	0	0	1	0	1	2
OG0021974	0	0	0	1	0	1	2
OG0021975	0	0	0	1	0	1	2
OG0021976	0	0	0	2	0	0	2
OG0021977	0	0	0	1	0	1	2
OG0021978	0	0	0	2	0	0	2
OG0021979	0	0	0	1	0	1	2
OG0021980	0	0	0	2	0	0	2
OG0021981	0	0	0	2	0	0	2
OG0021982	0	0	0	2	0	0	2
OG0021983	0	0	0	2	0	0	2
OG0021984	0	0	0	1	0	1	2
OG0021985	0	0	0	2	0	0	2
OG0021986	0	0	0	1	0	1	2
OG0021987	0	0	0	1	0	1	2
OG0021988	0	0	0	1	0	1	2
OG0021989	0	0	0	1	0	1	2
OG0021990	0	0	0	2	0	0	2
OG0021991	0	0	0	2	0	0	2
OG0021992	0	0	0	2	0	0	2
OG0021993	0	0	0	2	0	0	2
OG0021994	0	0	0	2	0	0	2
OG0021995	0	0	0	2	0	0	2
OG0021996	0	0	0	2	0	0	2
OG0021997	0	0	0	1	1	0	2
OG0021998	0	0	0	1	0	1	2
OG0021999	0	0	0	0	2	0	2
OG0022000	0	0	0	0	2	0	2
OG0022001	0	0	0	0	2	0	2
OG0022002	0	0	0	0	2	0	2
OG0022003	0	0	0	0	2	0	2
OG0022004	0	0	0	0	2	0	2
OG0022005	0	0	0	0	2	0	2
OG0022006	0	0	0	0	2	0	2
OG0022007	0	0	0	0	2	0	2
OG0022008	0	0	0	0	2	0	2
OG0022009	0	0	0	0	2	0	2
OG0022010	0	0	0	0	2	0	2
OG0022011	0	0	0	0	2	0	2
OG0022012	0	0	0	0	2	0	2
OG0022013	0	0	0	0	2	0	2
OG0022014	0	0	0	0	2	0	2
OG0022015	0	0	0	0	2	0	2
OG0022016	0	0	0	0	2	0	2
OG0022017	0	0	0	0	2	0	2
OG0022018	0	0	0	0	2	0	2
OG0022019	0	0	0	0	2	0	2
OG0022020	0	0	0	0	2	0	2
OG0022021	0	0	0	0	2	0	2
OG0022022	0	0	0	0	2	0	2
OG0022023	0	0	0	0	2	0	2
OG0022024	0	0	0	0	2	0	2
OG0022025	0	0	0	0	2	0	2
OG0022026	0	0	0	0	2	0	2
OG0022027	0	0	0	0	2	0	2
OG0022028	0	0	0	0	2	0	2
OG0022029	0	0	0	0	2	0	2
OG0022030	0	0	0	0	2	0	2
OG0022031	0	0	0	0	2	0	2
OG0022032	0	0	0	0	2	0	2
OG0022033	0	0	0	0	2	0	2
OG0022034	0	0	0	0	2	0	2
OG0022035	0	0	0	0	2	0	2
OG0022036	0	0	0	0	2	0	2
OG0022037	0	0	0	0	2	0	2
OG0022038	0	0	0	0	2	0	2
OG0022039	0	0	0	0	2	0	2
OG0022040	0	0	0	0	2	0	2
OG0022041	0	0	0	0	2	0	2
OG0022042	0	0	0	0	2	0	2
OG0022043	0	0	0	0	2	0	2
OG0022044	0	0	0	0	2	0	2
OG0022045	0	0	0	0	2	0	2
OG0022046	0	0	0	0	2	0	2
OG0022047	0	0	0	0	2	0	2
OG0022048	0	0	0	0	2	0	2
OG0022049	0	0	0	0	2	0	2
OG0022050	0	0	0	0	2	0	2
OG0022051	0	0	0	0	2	0	2
OG0022052	0	0	0	0	2	0	2
OG0022053	0	0	0	0	2	0	2
OG0022054	0	0	0	0	2	0	2
OG0022055	0	0	0	0	2	0	2
OG0022056	0	0	0	0	2	0	2
OG0022057	0	0	0	0	2	0	2
OG0022058	0	0	0	0	2	0	2
OG0022059	0	0	0	0	2	0	2
OG0022060	0	0	0	0	2	0	2
OG0022061	0	0	0	0	2	0	2
OG0022062	0	0	0	0	2	0	2
OG0022063	0	0	0	0	2	0	2
OG0022064	0	0	0	0	2	0	2
OG0022065	0	0	0	0	2	0	2
OG0022066	0	0	0	0	2	0	2
OG0022067	0	0	0	0	2	0	2
OG0022068	0	0	0	0	2	0	2
OG0022069	0	0	0	0	2	0	2
OG0022070	0	0	0	0	2	0	2
OG0022071	0	0	0	0	2	0	2
OG0022072	0	0	0	0	2	0	2
OG0022073	0	0	0	0	2	0	2
OG0022074	0	0	0	0	2	0	2
OG0022075	0	0	0	0	2	0	2
OG0022076	0	0	0	0	2	0	2
OG0022077	0	0	0	0	2	0	2
OG0022078	0	0	0	0	2	0	2
OG0022079	0	0	0	0	2	0	2
OG0022080	0	0	0	0	2	0	2
OG0022081	0	0	0	0	2	0	2
OG0022082	0	0	0	0	2	0	2
OG0022083	0	0	0	0	2	0	2
OG0022084	0	0	0	0	2	0	2
OG0022085	0	0	0	0	2	0	2
OG0022086	0	0	0	0	2	0	2
OG0022087	0	0	0	0	2	0	2
OG0022088	0	0	0	0	2	0	2
OG0022089	0	0	0	0	2	0	2
OG0022090	0	0	0	0	2	0	2
OG0022091	0	0	0	0	2	0	2
OG0022092	0	0	0	0	2	0	2
OG0022093	0	0	0	0	2	0	2
OG0022094	0	0	0	0	2	0	2
OG0022095	0	0	0	0	2	0	2
OG0022096	0	0	0	0	2	0	2
OG0022097	0	0	0	0	2	0	2
OG0022098	0	0	0	0	2	0	2
OG0022099	0	0	0	0	2	0	2
OG0022100	0	0	0	0	2	0	2
OG0022101	0	0	0	0	2	0	2
OG0022102	0	0	0	0	2	0	2
OG0022103	0	0	0	0	2	0	2
OG0022104	0	0	0	0	2	0	2
OG0022105	0	0	0	0	2	0	2
OG0022106	0	0	0	0	2	0	2
OG0022107	0	0	0	0	2	0	2
OG0022108	0	0	0	0	2	0	2
OG0022109	0	0	0	0	2	0	2
OG0022110	0	0	0	0	2	0	2
OG0022111	0	0	0	0	2	0	2
OG0022112	0	0	0	0	2	0	2
OG0022113	0	0	0	0	2	0	2
OG0022114	0	0	0	0	2	0	2
OG0022115	0	0	0	0	2	0	2
OG0022116	0	0	0	0	2	0	2
OG0022117	0	0	0	0	2	0	2
OG0022118	0	0	0	0	2	0	2
OG0022119	0	0	0	0	2	0	2
OG0022120	0	0	0	0	2	0	2
OG0022121	0	0	0	0	2	0	2
OG0022122	0	0	0	0	2	0	2
OG0022123	0	0	0	0	2	0	2
OG0022124	0	0	0	0	2	0	2
OG0022125	0	0	0	0	2	0	2
OG0022126	0	0	0	0	2	0	2
OG0022127	0	0	0	0	2	0	2
OG0022128	0	0	0	0	2	0	2
OG0022129	0	0	0	0	2	0	2
OG0022130	0	0	0	0	2	0	2
OG0022131	0	0	0	0	2	0	2
OG0022132	0	0	0	0	2	0	2
OG0022133	0	0	0	0	2	0	2
OG0022134	0	0	0	0	2	0	2
OG0022135	0	0	0	0	2	0	2
OG0022136	0	0	0	0	2	0	2
OG0022137	0	0	0	0	2	0	2
OG0022138	0	0	0	0	2	0	2
OG0022139	0	0	0	0	2	0	2
OG0022140	0	0	0	0	2	0	2
OG0022141	0	0	0	0	2	0	2
OG0022142	0	0	0	0	2	0	2
OG0022143	0	0	0	0	2	0	2
OG0022144	0	0	0	0	2	0	2
OG0022145	0	0	0	0	2	0	2
OG0022146	0	0	0	0	2	0	2
OG0022147	0	0	0	0	2	0	2
OG0022148	0	0	0	0	2	0	2
OG0022149	0	0	0	0	2	0	2
OG0022150	0	0	0	0	2	0	2
OG0022151	0	0	0	0	2	0	2
OG0022152	0	0	0	0	2	0	2
OG0022153	0	0	0	0	2	0	2
OG0022154	0	0	0	0	2	0	2
OG0022155	0	0	0	0	2	0	2
OG0022156	0	0	0	0	2	0	2
OG0022157	0	0	0	0	2	0	2
OG0022158	0	0	0	0	2	0	2
OG0022159	0	0	0	0	2	0	2
OG0022160	0	0	0	0	2	0	2
OG0022161	0	0	0	0	2	0	2
OG0022162	0	0	0	0	2	0	2
OG0022163	0	0	0	0	2	0	2
OG0022164	0	0	0	0	2	0	2
OG0022165	0	0	0	0	2	0	2
OG0022166	0	0	0	0	2	0	2
OG0022167	0	0	0	0	2	0	2
OG0022168	0	0	0	0	2	0	2
OG0022169	0	0	0	0	2	0	2
OG0022170	0	0	0	0	2	0	2
OG0022171	0	0	0	0	2	0	2
OG0022172	0	0	0	0	2	0	2
OG0022173	0	0	0	0	2	0	2
OG0022174	0	0	0	0	2	0	2
OG0022175	0	0	0	0	2	0	2
OG0022176	0	0	0	0	2	0	2
OG0022177	0	0	0	0	1	1	2
OG0022178	0	0	0	0	2	0	2
OG0022179	0	0	0	0	2	0	2
OG0022180	0	0	0	0	2	0	2
OG0022181	0	0	0	0	2	0	2
OG0022182	0	0	0	0	2	0	2
OG0022183	0	0	0	0	2	0	2
OG0022184	0	0	0	0	2	0	2
OG0022185	0	0	0	0	2	0	2
OG0022186	0	0	0	0	2	0	2
OG0022187	0	0	0	0	2	0	2
OG0022188	0	0	0	0	2	0	2
OG0022189	0	0	0	0	2	0	2
OG0022190	0	0	0	0	2	0	2
OG0022191	0	0	0	0	2	0	2
OG0022192	0	0	0	0	2	0	2
OG0022193	0	0	0	0	2	0	2
OG0022194	0	0	0	0	2	0	2
OG0022195	0	0	0	0	2	0	2
OG0022196	0	0	0	0	2	0	2
OG0022197	0	0	0	0	2	0	2
OG0022198	0	0	0	0	2	0	2
OG0022199	0	0	0	0	2	0	2
OG0022200	0	0	0	0	2	0	2
OG0022201	0	0	0	0	2	0	2
OG0022202	0	0	0	0	2	0	2
OG0022203	0	0	0	0	2	0	2
OG0022204	0	0	0	0	2	0	2
OG0022205	0	0	0	0	2	0	2
OG0022206	0	0	0	0	2	0	2
OG0022207	0	0	0	0	2	0	2
OG0022208	0	0	0	0	2	0	2
OG0022209	0	0	0	0	2	0	2
OG0022210	0	0	0	0	2	0	2
OG0022211	0	0	0	0	2	0	2
OG0022212	0	0	0	0	2	0	2
OG0022213	0	0	0	0	2	0	2
OG0022214	0	0	0	0	2	0	2
OG0022215	0	0	0	0	2	0	2
OG0022216	0	0	0	0	2	0	2
OG0022217	0	0	0	0	2	0	2
OG0022218	0	0	0	0	2	0	2
OG0022219	0	0	0	0	2	0	2
OG0022220	0	0	0	0	2	0	2
OG0022221	0	0	0	0	2	0	2
OG0022222	0	0	0	0	2	0	2
OG0022223	0	0	0	0	2	0	2
OG0022224	0	0	0	0	2	0	2
OG0022225	0	0	0	0	2	0	2
OG0022226	0	0	0	0	2	0	2
OG0022227	0	0	0	0	2	0	2
OG0022228	0	0	0	0	2	0	2
OG0022229	0	0	0	0	2	0	2
OG0022230	0	0	0	0	2	0	2
OG0022231	0	0	0	0	2	0	2
OG0022232	0	0	0	0	2	0	2
OG0022233	0	0	0	0	2	0	2
OG0022234	0	0	0	0	2	0	2
OG0022235	0	0	0	0	2	0	2
OG0022236	0	0	0	0	2	0	2
OG0022237	0	0	0	0	2	0	2
OG0022238	0	0	0	0	2	0	2
OG0022239	0	0	0	0	2	0	2
OG0022240	0	0	0	0	2	0	2
OG0022241	0	0	0	0	2	0	2
OG0022242	0	0	0	0	2	0	2
OG0022243	0	0	0	0	2	0	2
OG0022244	0	0	0	0	2	0	2
OG0022245	0	0	0	0	2	0	2
OG0022246	0	0	0	0	2	0	2
OG0022247	0	0	0	0	2	0	2
OG0022248	0	0	0	0	2	0	2
OG0022249	0	0	0	0	2	0	2
OG0022250	0	0	0	0	2	0	2
OG0022251	0	0	0	0	2	0	2
OG0022252	0	0	0	0	2	0	2
OG0022253	0	0	0	0	2	0	2
OG0022254	0	0	0	0	2	0	2
OG0022255	0	0	0	0	2	0	2
OG0022256	0	0	0	0	2	0	2
OG0022257	0	0	0	0	2	0	2
OG0022258	0	0	0	0	2	0	2
OG0022259	0	0	0	0	2	0	2
OG0022260	0	0	0	0	2	0	2
OG0022261	0	0	0	0	2	0	2
OG0022262	0	0	0	0	2	0	2
OG0022263	0	0	0	0	2	0	2
OG0022264	0	0	0	0	2	0	2
OG0022265	0	0	0	0	2	0	2
OG0022266	0	0	0	0	2	0	2
OG0022267	0	0	0	0	2	0	2
OG0022268	0	0	0	0	2	0	2
OG0022269	0	0	0	0	2	0	2
OG0022270	0	0	0	0	2	0	2
OG0022271	0	0	0	0	2	0	2
OG0022272	0	0	0	0	2	0	2
OG0022273	0	0	0	0	2	0	2
OG0022274	0	0	0	0	2	0	2
OG0022275	0	0	0	0	2	0	2
OG0022276	0	0	0	0	2	0	2
OG0022277	0	0	0	0	2	0	2
OG0022278	0	0	0	0	2	0	2
OG0022279	0	0	0	0	2	0	2
OG0022280	0	0	0	0	2	0	2
OG0022281	0	0	0	0	2	0	2
OG0022282	0	0	0	0	2	0	2
OG0022283	0	0	0	0	2	0	2
OG0022284	0	0	0	0	2	0	2
OG0022285	0	0	0	0	2	0	2
OG0022286	0	0	0	0	2	0	2
OG0022287	0	0	0	0	2	0	2
OG0022288	0	0	0	0	2	0	2
OG0022289	0	0	0	0	1	1	2
OG0022290	0	0	0	0	2	0	2
OG0022291	0	0	0	0	2	0	2
OG0022292	0	0	0	0	2	0	2
OG0022293	0	0	0	0	2	0	2
OG0022294	0	0	0	0	2	0	2
