Orthogroup	Amanita_muscaria	Arabidopsis_thaliana	Canis_lupus	Dyctiostelium_discoideum	Paramecium_tetraurelia	Phytophthora_infestans	Total
OG0006577	0	0	8	0	0	0	8
OG0006578	0	0	8	0	0	0	8
OG0006579	0	0	8	0	0	0	8
OG0006580	0	0	8	0	0	0	8
OG0006581	0	0	8	0	0	0	8
OG0006582	0	0	8	0	0	0	8
OG0006583	0	0	8	0	0	0	8
OG0006584	0	0	8	0	0	0	8
OG0006585	0	0	8	0	0	0	8
OG0006586	0	0	8	0	0	0	8
OG0006587	0	0	8	0	0	0	8
OG0006588	0	0	8	0	0	0	8
OG0006589	0	0	8	0	0	0	8
OG0006590	0	0	8	0	0	0	8
OG0006591	0	0	8	0	0	0	8
OG0006592	0	0	4	2	0	2	8
OG0006593	0	0	2	0	4	2	8
OG0006594	0	0	8	0	0	0	8
OG0006595	0	0	7	0	0	1	8
OG0006596	0	0	3	1	3	1	8
OG0006597	0	0	8	0	0	0	8
OG0006598	0	0	8	0	0	0	8
OG0006599	0	0	8	0	0	0	8
OG0006600	0	0	8	0	0	0	8
OG0006601	0	0	8	0	0	0	8
OG0006602	0	0	8	0	0	0	8
OG0006603	0	0	8	0	0	0	8
OG0006604	0	0	7	0	1	0	8
OG0006605	0	0	8	0	0	0	8
OG0006606	0	0	8	0	0	0	8
OG0006607	0	0	3	1	2	2	8
OG0006608	0	0	2	6	0	0	8
OG0006609	0	0	8	0	0	0	8
OG0006610	0	0	8	0	0	0	8
OG0006611	0	0	8	0	0	0	8
OG0006612	0	0	8	0	0	0	8
OG0006613	0	0	1	0	6	1	8
OG0006614	0	0	1	6	0	1	8
OG0006615	0	0	0	8	0	0	8
OG0006616	0	0	0	8	0	0	8
OG0006617	0	0	0	8	0	0	8
OG0006618	0	0	0	8	0	0	8
OG0006619	0	0	0	1	6	1	8
OG0006620	0	0	0	8	0	0	8
OG0006621	0	0	0	8	0	0	8
OG0006622	0	0	0	8	0	0	8
OG0006623	0	0	0	8	0	0	8
OG0006624	0	0	0	8	0	0	8
OG0006625	0	0	0	8	0	0	8
OG0006626	0	0	0	8	0	0	8
OG0006627	0	0	0	8	0	0	8
OG0006628	0	0	0	1	7	0	8
OG0006629	0	0	0	8	0	0	8
OG0006630	0	0	0	4	0	4	8
OG0006631	0	0	0	1	6	1	8
OG0006632	0	0	0	8	0	0	8
OG0006633	0	0	0	8	0	0	8
OG0006634	0	0	0	8	0	0	8
OG0006635	0	0	0	8	0	0	8
OG0006636	0	0	0	2	6	0	8
OG0006637	0	0	0	1	5	2	8
OG0006638	0	0	0	1	7	0	8
OG0006639	0	0	0	2	5	1	8
OG0006640	0	0	0	1	0	7	8
OG0006641	0	0	0	8	0	0	8
OG0006642	0	0	0	1	0	7	8
OG0006643	0	0	0	0	7	1	8
OG0006644	0	0	0	0	8	0	8
OG0006645	0	0	0	0	8	0	8
OG0006646	0	0	0	0	8	0	8
OG0006647	0	0	0	0	8	0	8
OG0006648	0	0	0	0	8	0	8
OG0006649	0	0	0	0	8	0	8
OG0006650	0	0	0	0	8	0	8
OG0006651	0	0	0	0	8	0	8
OG0006652	0	0	0	0	8	0	8
OG0006653	0	0	0	0	8	0	8
OG0006654	0	0	0	0	8	0	8
OG0006655	0	0	0	0	8	0	8
OG0006656	0	0	0	0	8	0	8
OG0006657	0	0	0	0	8	0	8
OG0006658	0	0	0	0	8	0	8
OG0006659	0	0	0	0	8	0	8
OG0006660	0	0	0	0	8	0	8
OG0006661	0	0	0	0	8	0	8
OG0006662	0	0	0	0	8	0	8
OG0006663	0	0	0	0	8	0	8
OG0006664	0	0	0	0	8	0	8
OG0006665	0	0	0	0	8	0	8
OG0006666	0	0	0	0	8	0	8
OG0006667	0	0	0	0	8	0	8
OG0006668	0	0	0	0	8	0	8
OG0006669	0	0	0	0	8	0	8
OG0006670	0	0	0	0	8	0	8
OG0006671	0	0	0	0	8	0	8
OG0006672	0	0	0	0	8	0	8
OG0006673	0	0	0	0	8	0	8
OG0006674	0	0	0	0	8	0	8
OG0006675	0	0	0	0	8	0	8
OG0006676	0	0	0	0	8	0	8
OG0006677	0	0	0	0	8	0	8
OG0006678	0	0	0	0	8	0	8
OG0006679	0	0	0	0	8	0	8
OG0006680	0	0	0	0	8	0	8
OG0006681	0	0	0	0	8	0	8
OG0006682	0	0	0	0	8	0	8
OG0006683	0	0	0	0	8	0	8
OG0006684	0	0	0	0	8	0	8
OG0006685	0	0	0	0	8	0	8
OG0006686	0	0	0	0	8	0	8
OG0006687	0	0	0	0	8	0	8
OG0006688	0	0	0	0	8	0	8
OG0006689	0	0	0	0	8	0	8
OG0006690	0	0	0	0	8	0	8
OG0006691	0	0	0	0	8	0	8
OG0006692	0	0	0	0	8	0	8
OG0006693	0	0	0	0	8	0	8
OG0006694	0	0	0	0	8	0	8
OG0006695	0	0	0	0	8	0	8
OG0006696	0	0	0	0	8	0	8
OG0006697	0	0	0	0	8	0	8
OG0006698	0	0	0	0	8	0	8
OG0006699	0	0	0	0	8	0	8
OG0006700	0	0	0	0	8	0	8
OG0006701	0	0	0	0	8	0	8
OG0006702	0	0	0	0	8	0	8
OG0006703	0	0	0	0	6	2	8
OG0006704	0	0	0	0	8	0	8
OG0006705	0	0	0	0	8	0	8
OG0006706	0	0	0	0	8	0	8
OG0006707	0	0	0	0	8	0	8
OG0006708	0	0	0	0	8	0	8
OG0006709	0	0	0	0	7	1	8
OG0006710	0	0	0	0	8	0	8
OG0006711	0	0	0	0	8	0	8
OG0006712	0	0	0	0	8	0	8
OG0006713	0	0	0	0	8	0	8
OG0006714	0	0	0	0	8	0	8
OG0006715	0	0	0	0	8	0	8
OG0006716	0	0	0	0	8	0	8
OG0006717	0	0	0	0	8	0	8
OG0006718	0	0	0	0	8	0	8
OG0006719	0	0	0	0	8	0	8
OG0006720	0	0	0	0	8	0	8
OG0006721	0	0	0	0	8	0	8
OG0006722	0	0	0	0	8	0	8
OG0006723	0	0	0	0	8	0	8
OG0006724	0	0	0	0	8	0	8
OG0006725	0	0	0	0	8	0	8
OG0006726	0	0	0	0	8	0	8
OG0006727	0	0	0	0	8	0	8
OG0006728	0	0	0	0	8	0	8
OG0006729	0	0	0	0	8	0	8
OG0006730	0	0	0	0	8	0	8
OG0006731	0	0	0	0	8	0	8
OG0006732	0	0	0	0	8	0	8
OG0006733	0	0	0	0	1	7	8
OG0006734	0	0	0	0	8	0	8
OG0006735	0	0	0	0	7	1	8
OG0006736	0	0	0	0	8	0	8
OG0006737	0	0	0	0	8	0	8
OG0006738	0	0	0	0	8	0	8
OG0006739	0	0	0	0	6	2	8
OG0006740	0	0	0	0	8	0	8
OG0006741	0	0	0	0	8	0	8
OG0006742	0	0	0	0	7	1	8
OG0006743	0	0	0	0	8	0	8
OG0006744	0	0	0	0	8	0	8
OG0006745	0	0	0	0	8	0	8
OG0006746	0	0	0	0	8	0	8
OG0006747	0	0	0	0	8	0	8
OG0006748	0	0	0	0	8	0	8
OG0006749	0	0	0	0	8	0	8
OG0006750	0	0	0	0	8	0	8
OG0006751	0	0	0	0	8	0	8
OG0006752	0	0	0	0	8	0	8
OG0006753	0	0	0	0	1	7	8
OG0006754	0	0	0	0	0	8	8
OG0006755	0	0	0	0	0	8	8
OG0006756	0	0	0	0	0	8	8
OG0006757	0	0	0	0	0	8	8
OG0006758	0	0	0	0	0	8	8
OG0006759	0	0	0	0	0	8	8
OG0006760	0	0	0	0	0	8	8
OG0006761	0	0	0	0	0	8	8
OG0006762	0	0	0	0	0	8	8
OG0006763	0	0	0	0	0	8	8
OG0006764	0	0	0	0	0	8	8
OG0006765	0	0	0	0	0	8	8
OG0006766	0	0	0	0	0	8	8
OG0006767	0	0	0	0	0	8	8
OG0006768	0	0	0	0	0	8	8
OG0006769	0	0	0	0	0	8	8
OG0006770	0	0	0	0	0	8	8
OG0006771	0	0	0	0	0	8	8
OG0006772	0	0	0	0	0	8	8
OG0006773	0	0	0	0	0	8	8
OG0006774	0	0	0	0	0	8	8
OG0006775	0	0	0	0	0	8	8
OG0006776	0	0	0	0	0	8	8
OG0006777	0	0	0	0	0	8	8
OG0006778	0	0	0	0	0	8	8
OG0006779	0	0	0	0	0	8	8
OG0006780	0	0	0	0	0	8	8
OG0006781	0	0	0	0	0	8	8
OG0006782	3	0	0	0	0	4	7
OG0006783	7	0	0	0	0	0	7
OG0006784	7	0	0	0	0	0	7
OG0006785	7	0	0	0	0	0	7
OG0006786	7	0	0	0	0	0	7
OG0006787	7	0	0	0	0	0	7
OG0006788	7	0	0	0	0	0	7
OG0006789	7	0	0	0	0	0	7
OG0006790	7	0	0	0	0	0	7
OG0006791	7	0	0	0	0	0	7
OG0006792	7	0	0	0	0	0	7
OG0006793	2	0	2	0	3	0	7
OG0006794	6	0	0	0	0	1	7
OG0006795	1	4	0	1	0	1	7
OG0006796	7	0	0	0	0	0	7
OG0006797	2	1	2	1	0	1	7
OG0006798	3	0	4	0	0	0	7
OG0006799	7	0	0	0	0	0	7
OG0006800	7	0	0	0	0	0	7
OG0006801	7	0	0	0	0	0	7
OG0006802	7	0	0	0	0	0	7
OG0006803	7	0	0	0	0	0	7
OG0006804	7	0	0	0	0	0	7
OG0006805	7	0	0	0	0	0	7
OG0006806	1	0	5	1	0	0	7
OG0006807	1	1	3	1	1	0	7
OG0006808	7	0	0	0	0	0	7
OG0006809	7	0	0	0	0	0	7
OG0006810	7	0	0	0	0	0	7
OG0006811	6	1	0	0	0	0	7
OG0006812	7	0	0	0	0	0	7
OG0006813	7	0	0	0	0	0	7
OG0006814	1	1	1	1	2	1	7
OG0006815	2	2	2	0	0	1	7
OG0006816	7	0	0	0	0	0	7
OG0006817	1	1	1	1	2	1	7
OG0006818	2	1	1	1	0	2	7
OG0006819	7	0	0	0	0	0	7
OG0006820	1	0	3	3	0	0	7
OG0006821	4	0	3	0	0	0	7
OG0006822	7	0	0	0	0	0	7
OG0006823	7	0	0	0	0	0	7
OG0006824	2	1	1	2	1	0	7
OG0006825	7	0	0	0	0	0	7
OG0006826	2	0	0	0	0	5	7
OG0006827	3	2	0	1	0	1	7
OG0006828	7	0	0	0	0	0	7
OG0006829	7	0	0	0	0	0	7
OG0006830	2	1	1	1	1	1	7
OG0006831	7	0	0	0	0	0	7
OG0006832	7	0	0	0	0	0	7
OG0006833	7	0	0	0	0	0	7
OG0006834	1	0	0	1	2	3	7
OG0006835	4	2	0	0	0	1	7
OG0006836	7	0	0	0	0	0	7
OG0006837	1	3	1	1	0	1	7
OG0006838	1	0	4	1	0	1	7
OG0006839	7	0	0	0	0	0	7
OG0006840	3	2	0	2	0	0	7
OG0006841	2	0	2	1	1	1	7
OG0006842	1	2	1	1	2	0	7
OG0006843	2	2	1	1	0	1	7
OG0006844	1	1	2	1	2	0	7
OG0006845	1	1	1	1	2	1	7
OG0006846	1	2	2	1	0	1	7
OG0006847	1	1	1	1	2	1	7
OG0006848	7	0	0	0	0	0	7
OG0006849	1	2	1	1	0	2	7
OG0006850	1	2	0	1	2	1	7
OG0006851	7	0	0	0	0	0	7
OG0006852	1	1	1	1	2	1	7
OG0006853	7	0	0	0	0	0	7
OG0006854	1	3	1	1	0	1	7
OG0006855	1	0	2	1	2	1	7
OG0006856	1	0	6	0	0	0	7
OG0006857	1	1	2	1	1	1	7
OG0006858	1	0	5	0	0	1	7
OG0006859	1	4	0	1	0	1	7
OG0006860	1	0	3	0	2	1	7
OG0006861	1	2	1	1	1	1	7
OG0006862	1	1	2	1	1	1	7
OG0006863	1	3	0	1	1	1	7
OG0006864	7	0	0	0	0	0	7
OG0006865	7	0	0	0	0	0	7
OG0006866	2	0	2	1	1	1	7
OG0006867	2	2	2	1	0	0	7
OG0006868	1	4	1	0	0	1	7
OG0006869	1	0	6	0	0	0	7
OG0006870	1	0	4	2	0	0	7
OG0006871	1	2	2	1	0	1	7
OG0006872	1	2	2	1	0	1	7
OG0006873	1	2	1	1	1	1	7
OG0006874	1	0	5	0	0	1	7
OG0006875	2	0	4	1	0	0	7
OG0006876	7	0	0	0	0	0	7
OG0006877	4	0	0	0	0	3	7
OG0006878	7	0	0	0	0	0	7
OG0006879	2	0	0	0	2	3	7
OG0006880	1	0	4	1	0	1	7
OG0006881	1	3	0	0	0	3	7
OG0006882	7	0	0	0	0	0	7
OG0006883	1	1	1	1	2	1	7
OG0006884	1	2	1	1	1	1	7
OG0006885	1	4	0	1	0	1	7
OG0006886	1	1	1	1	1	2	7
OG0006887	1	0	5	1	0	0	7
OG0006888	1	1	3	1	0	1	7
OG0006889	1	3	0	0	0	3	7
OG0006890	1	3	1	1	0	1	7
OG0006891	1	2	1	1	1	1	7
OG0006892	3	0	0	0	2	2	7
OG0006893	1	1	1	1	2	1	7
OG0006894	1	0	5	1	0	0	7
OG0006895	1	0	6	0	0	0	7
OG0006896	2	0	3	2	0	0	7
OG0006897	1	1	2	1	1	1	7
OG0006898	1	2	3	0	0	1	7
OG0006899	1	2	1	1	1	1	7
OG0006900	1	2	2	1	0	1	7
OG0006901	1	0	4	2	0	0	7
OG0006902	1	1	1	1	1	2	7
OG0006903	1	2	2	1	0	1	7
OG0006904	1	1	2	1	1	1	7
OG0006905	1	2	2	1	0	1	7
OG0006906	1	0	0	1	5	0	7
OG0006907	1	5	0	0	0	1	7
OG0006908	1	3	1	1	0	1	7
OG0006909	1	2	1	1	1	1	7
OG0006910	1	2	1	1	1	1	7
OG0006911	1	6	0	0	0	0	7
OG0006912	1	1	1	2	2	0	7
OG0006913	7	0	0	0	0	0	7
OG0006914	1	5	0	0	0	1	7
OG0006915	3	4	0	0	0	0	7
OG0006916	1	2	1	1	0	2	7
OG0006917	1	2	2	2	0	0	7
OG0006918	1	2	1	1	1	1	7
OG0006919	1	2	1	1	2	0	7
OG0006920	1	1	2	1	1	1	7
OG0006921	1	0	1	1	3	1	7
OG0006922	1	3	0	2	1	0	7
OG0006923	1	3	2	1	0	0	7
OG0006924	1	2	3	0	0	1	7
OG0006925	1	1	1	1	2	1	7
OG0006926	1	1	1	1	2	1	7
OG0006927	1	1	2	1	1	1	7
OG0006928	7	0	0	0	0	0	7
OG0006929	1	1	3	1	0	1	7
OG0006930	1	1	3	1	0	1	7
OG0006931	1	4	0	0	1	1	7
OG0006932	1	3	2	0	0	1	7
OG0006933	1	2	3	0	0	1	7
OG0006934	1	1	2	1	0	2	7
OG0006935	1	3	1	1	0	1	7
OG0006936	1	2	1	1	1	1	7
OG0006937	3	3	0	0	0	1	7
OG0006938	1	1	1	1	2	1	7
OG0006939	1	1	1	1	2	1	7
OG0006940	1	3	1	1	0	1	7
OG0006941	1	3	1	1	1	0	7
OG0006942	1	3	1	1	0	1	7
OG0006943	2	0	1	0	0	4	7
OG0006944	4	2	0	0	0	1	7
OG0006945	1	0	6	0	0	0	7
OG0006946	2	1	2	1	0	1	7
OG0006947	1	2	1	1	2	0	7
OG0006948	1	0	5	1	0	0	7
OG0006949	1	1	3	1	0	1	7
OG0006950	1	1	4	1	0	0	7
OG0006951	2	1	2	1	0	1	7
OG0006952	1	5	0	1	0	0	7
OG0006953	1	3	1	1	0	1	7
OG0006954	1	3	1	1	0	1	7
OG0006955	1	2	1	1	1	1	7
OG0006956	1	2	1	1	1	1	7
OG0006957	1	0	6	0	0	0	7
OG0006958	1	2	1	1	1	1	7
OG0006959	1	3	1	1	0	1	7
OG0006960	1	1	1	2	1	1	7
OG0006961	1	0	0	0	0	6	7
OG0006962	1	2	2	1	0	1	7
OG0006963	1	1	1	1	2	1	7
OG0006964	1	2	1	1	1	1	7
OG0006965	1	1	1	1	2	1	7
OG0006966	2	4	0	1	0	0	7
OG0006967	1	2	1	1	1	1	7
OG0006968	1	1	1	1	2	1	7
OG0006969	1	2	0	1	2	1	7
OG0006970	1	1	3	1	0	1	7
OG0006971	1	0	2	0	4	0	7
OG0006972	1	1	1	1	2	1	7
OG0006973	7	0	0	0	0	0	7
OG0006974	1	0	6	0	0	0	7
OG0006975	1	1	1	1	2	1	7
OG0006976	1	0	3	0	2	1	7
OG0006977	1	1	1	1	2	1	7
OG0006978	1	1	2	0	3	0	7
OG0006979	1	1	1	1	2	1	7
OG0006980	1	1	2	1	1	1	7
OG0006981	1	1	1	1	2	1	7
OG0006982	1	2	2	0	2	0	7
OG0006983	1	5	0	0	0	1	7
OG0006984	1	0	2	1	2	1	7
OG0006985	1	0	2	0	2	2	7
OG0006986	1	0	5	0	1	0	7
OG0006987	1	6	0	0	0	0	7
OG0006988	1	4	0	1	1	0	7
OG0006989	1	1	3	1	0	1	7
OG0006990	1	4	0	1	0	1	7
OG0006991	1	1	1	1	2	1	7
OG0006992	1	0	3	1	1	1	7
OG0006993	2	2	0	1	1	1	7
OG0006994	1	2	2	0	2	0	7
OG0006995	1	3	1	1	0	1	7
OG0006996	1	2	1	1	0	2	7
OG0006997	1	0	3	1	2	0	7
OG0006998	1	1	2	1	1	1	7
OG0006999	1	0	5	1	0	0	7
OG0007000	1	3	2	1	0	0	7
OG0007001	1	4	0	0	1	1	7
OG0007002	1	2	2	1	0	1	7
OG0007003	1	1	3	1	0	1	7
OG0007004	1	0	4	1	0	1	7
OG0007005	1	2	0	0	0	4	7
OG0007006	1	1	1	1	2	1	7
OG0007007	1	1	2	1	1	1	7
OG0007008	1	2	1	1	1	1	7
OG0007009	1	2	2	0	0	2	7
OG0007010	1	0	5	1	0	0	7
OG0007011	1	2	3	0	0	1	7
OG0007012	1	2	1	1	1	1	7
OG0007013	1	1	1	1	2	1	7
OG0007014	1	2	1	1	1	1	7
OG0007015	1	1	1	1	2	1	7
OG0007016	1	2	1	1	1	1	7
OG0007017	1	1	2	1	1	1	7
OG0007018	1	3	1	1	0	1	7
OG0007019	1	1	1	1	3	0	7
OG0007020	1	0	3	0	0	3	7
OG0007021	1	1	1	1	2	1	7
OG0007022	2	0	5	0	0	0	7
OG0007023	1	1	1	1	2	1	7
OG0007024	1	3	0	2	0	1	7
OG0007025	1	2	2	1	1	0	7
OG0007026	1	2	2	1	0	1	7
OG0007027	1	2	2	1	0	1	7
OG0007028	1	1	4	0	1	0	7
OG0007029	1	1	1	1	2	1	7
OG0007030	1	1	1	1	2	1	7
OG0007031	1	1	1	1	2	1	7
OG0007032	1	1	2	1	1	1	7
OG0007033	1	1	3	1	0	1	7
OG0007034	1	2	1	1	1	1	7
OG0007035	1	4	0	1	0	1	7
OG0007036	2	0	3	1	0	1	7
OG0007037	1	5	0	0	0	1	7
OG0007038	1	2	2	1	0	1	7
OG0007039	1	2	2	1	0	1	7
OG0007040	1	5	0	0	0	1	7
OG0007041	1	1	1	1	2	1	7
OG0007042	1	2	1	1	1	1	7
OG0007043	1	5	0	0	1	0	7
OG0007044	1	1	4	0	0	1	7
OG0007045	1	2	2	1	0	1	7
OG0007046	1	2	1	1	1	1	7
OG0007047	2	2	1	1	0	1	7
OG0007048	1	1	3	1	0	1	7
OG0007049	1	4	0	1	0	1	7
OG0007050	1	0	6	0	0	0	7
OG0007051	1	1	1	1	2	1	7
OG0007052	1	3	1	0	2	0	7
OG0007053	1	3	1	1	0	1	7
OG0007054	1	2	2	1	0	1	7
OG0007055	1	1	3	1	0	1	7
OG0007056	1	4	0	0	0	2	7
OG0007057	1	3	1	0	0	2	7
OG0007058	1	1	1	1	2	1	7
OG0007059	1	1	2	1	1	1	7
OG0007060	1	3	2	1	0	0	7
OG0007061	1	1	4	1	0	0	7
OG0007062	1	1	1	1	2	1	7
OG0007063	1	2	1	1	1	1	7
OG0007064	1	4	0	1	0	1	7
OG0007065	1	1	3	1	0	1	7
OG0007066	1	2	1	1	1	1	7
OG0007067	1	3	2	1	0	0	7
OG0007068	1	1	1	1	2	1	7
OG0007069	1	2	2	1	0	1	7
OG0007070	1	1	3	1	0	1	7
OG0007071	1	0	4	1	0	1	7
OG0007072	1	2	1	1	1	1	7
OG0007073	1	2	1	1	1	1	7
OG0007074	1	0	6	0	0	0	7
OG0007075	1	2	1	1	1	1	7
OG0007076	1	2	1	1	1	1	7
OG0007077	1	1	1	1	2	1	7
OG0007078	1	1	0	1	3	1	7
OG0007079	2	3	0	0	0	2	7
OG0007080	1	5	0	1	0	0	7
OG0007081	1	0	5	1	0	0	7
OG0007082	1	2	1	1	1	1	7
OG0007083	1	2	1	1	1	1	7
OG0007084	1	0	5	1	0	0	7
OG0007085	1	0	6	0	0	0	7
OG0007086	1	2	1	0	2	1	7
OG0007087	1	1	1	1	2	1	7
OG0007088	1	2	1	1	1	1	7
OG0007089	1	3	1	1	0	1	7
OG0007090	1	1	2	1	1	1	7
OG0007091	1	1	1	1	2	1	7
OG0007092	1	2	2	1	0	1	7
OG0007093	1	1	1	1	3	0	7
OG0007094	1	1	1	1	2	1	7
OG0007095	1	3	1	1	0	1	7
OG0007096	1	1	1	1	2	1	7
OG0007097	1	1	1	1	2	1	7
OG0007098	1	0	2	1	2	1	7
OG0007099	1	3	1	1	0	1	7
OG0007100	1	0	4	1	0	1	7
OG0007101	1	1	1	1	2	1	7
OG0007102	1	0	4	1	1	0	7
OG0007103	1	5	1	0	0	0	7
OG0007104	1	0	6	0	0	0	7
OG0007105	1	3	1	1	0	1	7
OG0007106	1	5	1	0	0	0	7
OG0007107	1	5	0	0	0	1	7
OG0007108	1	2	1	1	1	1	7
OG0007109	1	2	1	1	1	1	7
OG0007110	1	1	1	1	2	1	7
OG0007111	1	1	1	1	2	1	7
OG0007112	1	1	1	1	2	1	7
OG0007113	1	3	1	1	0	1	7
OG0007114	1	2	1	1	1	1	7
OG0007115	1	1	1	1	2	1	7
OG0007116	1	3	1	0	1	1	7
OG0007117	1	1	1	1	2	1	7
OG0007118	1	3	1	1	0	1	7
OG0007119	1	4	2	0	0	0	7
OG0007120	1	2	2	1	0	1	7
OG0007121	1	3	1	1	0	1	7
OG0007122	1	1	1	1	2	1	7
OG0007123	1	1	4	1	0	0	7
OG0007124	1	1	1	1	2	1	7
OG0007125	1	2	1	1	0	2	7
OG0007126	1	3	1	1	1	0	7
OG0007127	1	5	0	0	0	1	7
OG0007128	1	1	1	1	2	1	7
OG0007129	1	2	1	1	1	1	7
OG0007130	1	0	6	0	0	0	7
OG0007131	1	1	1	1	2	1	7
OG0007132	1	3	1	1	0	1	7
OG0007133	1	1	1	1	2	1	7
OG0007134	1	3	1	1	1	0	7
OG0007135	1	3	0	0	2	1	7
OG0007136	1	1	3	1	0	1	7
OG0007137	1	3	1	1	0	1	7
OG0007138	1	1	1	1	2	1	7
OG0007139	1	1	1	0	2	2	7
OG0007140	1	1	0	1	3	1	7
OG0007141	1	3	0	1	0	2	7
OG0007142	1	1	2	2	0	1	7
OG0007143	1	1	1	1	2	1	7
OG0007144	1	1	1	1	2	1	7
OG0007145	1	3	0	0	1	2	7
OG0007146	1	1	1	1	2	1	7
OG0007147	1	1	3	1	0	1	7
OG0007148	1	1	1	1	2	1	7
OG0007149	1	1	1	1	2	1	7
OG0007150	1	5	0	1	0	0	7
OG0007151	1	2	2	1	0	1	7
OG0007152	1	2	0	1	2	1	7
OG0007153	1	1	3	1	1	0	7
OG0007154	1	4	1	0	0	1	7
OG0007155	0	7	0	0	0	0	7
OG0007156	0	7	0	0	0	0	7
OG0007157	0	7	0	0	0	0	7
OG0007158	0	7	0	0	0	0	7
OG0007159	0	7	0	0	0	0	7
OG0007160	0	7	0	0	0	0	7
OG0007161	0	7	0	0	0	0	7
OG0007162	0	7	0	0	0	0	7
OG0007163	0	7	0	0	0	0	7
OG0007164	0	6	0	0	0	1	7
OG0007165	0	7	0	0	0	0	7
OG0007166	0	7	0	0	0	0	7
OG0007167	0	7	0	0	0	0	7
OG0007168	0	7	0	0	0	0	7
OG0007169	0	7	0	0	0	0	7
OG0007170	0	7	0	0	0	0	7
OG0007171	0	7	0	0	0	0	7
OG0007172	0	3	0	0	2	2	7
OG0007173	0	7	0	0	0	0	7
OG0007174	0	7	0	0	0	0	7
OG0007175	0	7	0	0	0	0	7
OG0007176	0	7	0	0	0	0	7
OG0007177	0	7	0	0	0	0	7
OG0007178	0	7	0	0	0	0	7
OG0007179	0	7	0	0	0	0	7
OG0007180	0	6	0	1	0	0	7
OG0007181	0	2	4	0	1	0	7
OG0007182	0	7	0	0	0	0	7
OG0007183	0	2	3	1	0	1	7
OG0007184	0	7	0	0	0	0	7
OG0007185	0	7	0	0	0	0	7
OG0007186	0	7	0	0	0	0	7
OG0007187	0	7	0	0	0	0	7
OG0007188	0	7	0	0	0	0	7
OG0007189	0	7	0	0	0	0	7
OG0007190	0	7	0	0	0	0	7
OG0007191	0	7	0	0	0	0	7
OG0007192	0	6	0	0	0	1	7
OG0007193	0	7	0	0	0	0	7
OG0007194	0	7	0	0	0	0	7
OG0007195	0	7	0	0	0	0	7
OG0007196	0	3	1	1	0	2	7
OG0007197	0	6	0	1	0	0	7
OG0007198	0	6	0	0	0	1	7
OG0007199	0	7	0	0	0	0	7
OG0007200	0	4	1	1	0	1	7
OG0007201	0	7	0	0	0	0	7
OG0007202	0	5	1	1	0	0	7
OG0007203	0	7	0	0	0	0	7
OG0007204	0	7	0	0	0	0	7
OG0007205	0	7	0	0	0	0	7
OG0007206	0	7	0	0	0	0	7
OG0007207	0	7	0	0	0	0	7
OG0007208	0	6	0	0	1	0	7
OG0007209	0	7	0	0	0	0	7
OG0007210	0	7	0	0	0	0	7
OG0007211	0	7	0	0	0	0	7
OG0007212	0	7	0	0	0	0	7
OG0007213	0	7	0	0	0	0	7
OG0007214	0	7	0	0	0	0	7
OG0007215	0	2	5	0	0	0	7
OG0007216	0	7	0	0	0	0	7
OG0007217	0	7	0	0	0	0	7
OG0007218	0	7	0	0	0	0	7
OG0007219	0	7	0	0	0	0	7
OG0007220	0	7	0	0	0	0	7
OG0007221	0	7	0	0	0	0	7
OG0007222	0	4	1	1	0	1	7
OG0007223	0	7	0	0	0	0	7
OG0007224	0	7	0	0	0	0	7
OG0007225	0	6	0	0	0	1	7
OG0007226	0	7	0	0	0	0	7
OG0007227	0	7	0	0	0	0	7
OG0007228	0	7	0	0	0	0	7
OG0007229	0	7	0	0	0	0	7
OG0007230	0	7	0	0	0	0	7
OG0007231	0	7	0	0	0	0	7
OG0007232	0	7	0	0	0	0	7
OG0007233	0	7	0	0	0	0	7
OG0007234	0	7	0	0	0	0	7
OG0007235	0	7	0	0	0	0	7
OG0007236	0	7	0	0	0	0	7
OG0007237	0	6	0	0	0	1	7
OG0007238	0	7	0	0	0	0	7
OG0007239	0	7	0	0	0	0	7
OG0007240	0	7	0	0	0	0	7
OG0007241	0	7	0	0	0	0	7
OG0007242	0	7	0	0	0	0	7
OG0007243	0	7	0	0	0	0	7
OG0007244	0	7	0	0	0	0	7
OG0007245	0	7	0	0	0	0	7
OG0007246	0	7	0	0	0	0	7
OG0007247	0	7	0	0	0	0	7
OG0007248	0	7	0	0	0	0	7
OG0007249	0	7	0	0	0	0	7
OG0007250	0	7	0	0	0	0	7
OG0007251	0	7	0	0	0	0	7
OG0007252	0	5	0	1	0	1	7
OG0007253	0	7	0	0	0	0	7
OG0007254	0	7	0	0	0	0	7
OG0007255	0	7	0	0	0	0	7
OG0007256	0	5	1	1	0	0	7
OG0007257	0	7	0	0	0	0	7
OG0007258	0	7	0	0	0	0	7
OG0007259	0	7	0	0	0	0	7
OG0007260	0	7	0	0	0	0	7
OG0007261	0	7	0	0	0	0	7
OG0007262	0	7	0	0	0	0	7
OG0007263	0	7	0	0	0	0	7
OG0007264	0	7	0	0	0	0	7
OG0007265	0	7	0	0	0	0	7
OG0007266	0	7	0	0	0	0	7
OG0007267	0	7	0	0	0	0	7
OG0007268	0	6	0	0	0	1	7
OG0007269	0	7	0	0	0	0	7
OG0007270	0	7	0	0	0	0	7
OG0007271	0	2	2	1	1	1	7
OG0007272	0	7	0	0	0	0	7
